"","Candidate","Party","Year","Electorate","2014 Vote","median","lowr","upr","% Win"
"155","FERGUSON, Sam","Green Party",2017,"Otaki",0.065010733,0.0806665439778085,0.0702873682284379,0.0916726735605389,0
"156","McCANN, Rob","Labour Party",2017,"Otaki",0.348461617,0.310765211348795,0.268281748111041,0.346273088064977,0
"157","GUY, Nathan","National Party",2017,"Otaki",0.554022284,0.584963826965043,0.516444919291397,0.629397475421762,1
"158","MAXWELL, James","United Future",2017,"Otaki",0.002355833,0.00115114623510392,7.92474103729724e-05,0.0212529394272037,0
"159","HUNT, Guy","Green Party",2017,"Pakuranga",NA,0.0569888886550823,0.0417054657050973,0.0823843416345724,0
"160","KIRKER, Barry","Labour Party",2017,"Pakuranga",0.225124378,0.214723016966478,0.183686132797863,0.2560677886645,0
"161","BROWN, Simeon","National Party",2017,"Pakuranga",0.610385572,0.59086359980767,0.533459891994631,0.631902320215308,1
"162","NASH, Thomas","Green Party",2017,"Palmerston North",NA,0.081032880699123,0.0619472865124445,0.103358766287218,0
"163","LEES-GALLOWAY, Iain","Labour Party",2017,"Palmerston North",0.500816827,0.448287066845024,0.386799839079362,0.489493018220651,0.5426
"164","PIERCE, Adrienne","National Party",2017,"Palmerston North",0.435164386,0.444149932033647,0.384992088873169,0.483897957325011,0.4554
"165","BALL, Darroch","New Zealand First Party",2017,"Palmerston North",0.037470241,0.0368293903158791,0.00768814122757034,0.146291841939547,0.002
"166","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Papakura",0.053696173,0.060438624634191,0.050119082552361,0.0731881832674715,0
"167","PABLA, Jesse","Labour Party",2017,"Papakura",0.313940152,0.305473624382818,0.264013784593809,0.339981722824315,0
"168","COLLINS, Judith","National Party",2017,"Papakura",0.467521635,0.561045844294867,0.498196687110201,0.604349776604672,0.9994
"169","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Papakura",0.038338328,0.0483637980440609,0.00990473627934145,0.161118978320161,6e-04
"170","SAGE, Eugenie","Green Party",2017,"Port Hills",0.07818888,0.107710824962386,0.0951972824338425,0.119501221912017,0
"171","DYSON, Ruth","Labour Party",2017,"Port Hills",0.464431725,0.384049556487228,0.332132965034084,0.421947422771787,0.0344
"172","KORAKO, Nuk","National Party",2017,"Port Hills",0.407399836,0.449433793339518,0.395141573734863,0.479041762324038,0.96
"173","O'ROURKE, Denis","New Zealand First Party",2017,"Port Hills",0.101240747,0.0390514226801113,0.00785470684910572,0.1688150561757,0.0056
"174","CORBETT, Tom","ACT",2017,"Rangitata",0.013406776,0.000523922746823592,0.000111920875523547,0.00275978092864951,0
"175","MATHERS, Mojo","Green Party",2017,"Rangitata",0.10132976,0.0868487345349508,0.0744105324622072,0.0991717788479335,0
"176","LUXTON, Jo","Labour Party",2017,"Rangitata",0.269070879,0.267783666273837,0.230894501235999,0.299106792014982,0
"177","FALLOON, Andrew","National Party",2017,"Rangitata",0.672417377,0.586418669020941,0.526083823739267,0.623239910421707,1
"178","WILSON, Neil","ACT",2017,"Rangitikei",0.00522541,0.000325599110576001,7.64449898389153e-05,0.0017854381897405,0
"179","McCANDLESS, Robin","Green Party",2017,"Rangitikei",NA,0.0671704529087449,0.0503162874394645,0.0936037080845623,0
"180","WARREN, Heather","Labour Party",2017,"Rangitikei",0.277663934,0.248605085837491,0.213299767087527,0.292377108467867,0
"181","McKELVIE, Ian","National Party",2017,"Rangitikei",0.603483607,0.630780851973231,0.562842344582537,0.681047983440629,0.9992
"182","STEVENSON, Rob","New Zealand First Party",2017,"Rangitikei",0.069262295,0.0638089049352269,0.0131164590647,0.210035106391488,8e-04
"183","O'SULLIVAN, Grae","ACT",2017,"Rimutaka",NA,0.000950647086027363,0.000522424067924932,0.00395578345308284,0
"184","GRAND-MEYER, Stefan","Green Party",2017,"Rimutaka",0.04741952,0.0689360246940301,0.0598675196919735,0.0788551770283005,0
"185","HIPKINS, Chris","Labour Party",2017,"Rimutaka",0.529892693,0.470951067928689,0.408442853621748,0.512872962095908,0.951
"186","O'FALLON, Carolyn","National Party",2017,"Rimutaka",0.346857435,0.400393124635781,0.344639814820935,0.438520948309982,0.0436
"187","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Rimutaka",0.072638194,0.0578181042694918,0.0119130593467431,0.202354867027687,0.0054
"188","HOULBROOKE, Beth","ACT",2017,"Rodney",0.006320082,0.00039675771555344,8.33848700208346e-05,0.00230114425892368,0
"189","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Rodney",0.089296636,0.087414183620521,0.0752658455171129,0.101082806871906,0
"190","LUBECK, Marja","Labour Party",2017,"Rodney",0.110907238,0.146474643591459,0.124315589980403,0.181597700586917,0
"191","MITCHELL, Mark","National Party",2017,"Rodney",0.634148828,0.683300802832295,0.618562737439233,0.728854607197233,0.9998
"192","MARTIN, Tracey","New Zealand First Party",2017,"Rodney",0.102140673,0.0564831921636015,0.0115143171721825,0.217050184098645,2e-04
"193","SOLE, Chris","ACT",2017,"Rongotai",NA,0.000937333437973987,0.000522064758549763,0.00355479975225777,0
"194","CROSSEN, Teall","Green Party",2017,"Rongotai",0.207744315,0.183187212214162,0.16169824257371,0.207604285364582,0
"195","EAGLE, Paul","Labour Party",2017,"Rongotai",0.498258554,0.390754211783764,0.33888790859067,0.417570332931349,0.9872
"196","FINLAYSON, Christopher","National Party",2017,"Rongotai",0.243904938,0.312703515143802,0.258854943360214,0.34108864623671,0.0122
"197","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Rongotai",0.020999795,0.0172022478769175,0.00352953011613044,0.0878597342828265,4e-04
"198","EUSOFF, Sultan","United Future",2017,"Rongotai",0.002560951,0.00169320873362437,0.000103881120842212,0.0186684314750952,2e-04
"199","GILLIES, Richard","Green Party",2017,"Rotorua",NA,0.0594840571042087,0.0442551809292904,0.083828084093913,0
"200","SANDFORD, Ben","Labour Party",2017,"Rotorua",0.340098401,0.285546561387685,0.245498675664007,0.32655798400331,0
"201","McCLAY, Todd","National Party",2017,"Rotorua",0.563345633,0.605233153425692,0.53811105823857,0.652806778847513,0.9996
"202","TABUTEAU, Fletcher","New Zealand First Party",2017,"Rotorua",0.064921787,0.0677374237333549,0.0140187031029678,0.206434058023039,4e-04
"203","DAVIDSON, Brian","ACT",2017,"Selwyn",0.002348616,0.000243004370012285,5.71000193653131e-05,0.00132215204846593,0
"204","GENERIC GREEN PARTY CANDIDATE","Green Party",2017,"Selwyn",0.115490657,0.104681671787387,0.0923828312479363,0.115596403574353,0
"205","CONDON, Tony","Labour Party",2017,"Selwyn",0.108955376,0.147915430322067,0.126809777920761,0.173775264251353,0
"206","ADAMS, Amy","National Party",2017,"Selwyn",0.699683447,0.718595723007659,0.656535401629195,0.752802207757451,1
"207","GENERIC NZ FIRST CANDIDATE","New Zealand First Party",2017,"Selwyn",0.015210689,0.0204671839730041,0.00418640141122485,0.07973276588524,0
"208","MILNE, Mike","ACT",2017,"Tamaki",0.013257965,0.00103102343475829,0.00014215797066708,0.00598280880415704,0
"209","LECKINGER, Richard","Green Party",2017,"Tamaki",0.103802672,0.0927910738892145,0.0807984796314155,0.103027638991032,0
"210","McDONALD, Sam","Labour Party",2017,"Tamaki",0.143165468,0.174505293991417,0.149702415243254,0.199616848238505,0
"211","O'CONNOR, Simon","National Party",2017,"Tamaki",0.714285714,0.735874525225725,0.674476771845127,0.767693841053673,1
"212","MOORE, Robert","Green Party",2017,"Taranaki-King Country",0.094386181,0.0838492489503319,0.0716421387156383,0.0977806688961945,0
"213","HUMPHREY, Hilary","Labour Party",2017,"Taranaki-King Country",0.169545548,0.17747503634726,0.15126395543138,0.215211346275365,0
"214","KURIGER, Barbara","National Party",2017,"Taranaki-King Country",0.681677977,0.619518489436834,0.56228832653025,0.659370773566731,1
"215","SANDILANDS, Julie","Green Party",2017,"Taupo",0.054391167,0.064228267815282,0.0542360675807446,0.0760835398509195,0
"216","AL-BUSTANJI, Ala'","Labour Party",2017,"Taupo",0.208158675,0.223755650711467,0.193612939347638,0.258400697377005,0
