Candidate,Party,Year,Electorate,Candidate.Vote,Party.Vote.Electorate,Vote.to.Use,Candidate Previous Vote,Previous Candidate Vote electorate,Same Candidate,Same Electorate,Same Party,Incumbent,No Candidate Run Last Election,Mixer
"SAVILLE, Raewyn ",Green Party,2005,Rotorua,0.037595538,0.0377,0.038531651,NA,0.038531651,FALSE,NA,NA,FALSE,FALSE,FALSE
"STEHBENS, Gil ",National Party,2005,Rotorua,0.390828341,0.4189,0.237194839,NA,0.237194839,FALSE,NA,NA,FALSE,FALSE,FALSE
"SAVILLE, Raewyn ",Green Party,2008,Rotorua,0.050746879,0.0498,0.037595538,0.037595538,0.037595538,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"CHADWICK, Stephanie Anne",Labour Party,2008,Rotorua,0.3848,0.3004,0.4077,0.4077,0.4077,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"McCLAY, Todd ",National Party,2008,Rotorua,0.539083282,0.5035,0.390828341,NA,0.390828341,FALSE,NA,NA,FALSE,FALSE,FALSE
"SOLOMON, Arthur ",United Future,2008,Rotorua,0.007366483,0.0084,0.070439992,NA,0.070439992,FALSE,NA,NA,FALSE,FALSE,FALSE
"CHADWICK, Stephanie Anne",Labour Party,2011,Rotorua,0.3213,0.2195,0.3848,0.3848,0.3848,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"McCLAY, Todd ",National Party,2011,Rotorua,0.561726469,0.5127,0.539083282,0.539083282,0.539083282,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"SMITH, Daryl ",Conservative Party,2011,Rotorua,0.029537181,0.0301,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"ROGERS, Grant ",Mana,2011,Rotorua,0.016640666,0.0104,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"TABUTEAU, Fletcher ",New Zealand First Party,2011,Rotorua,0.070826833,0.1055,0.068271018,NA,0.068271018,FALSE,NA,NA,FALSE,FALSE,FALSE
"TABUTEAU, Fletcher ",New Zealand First Party,2014,Rotorua,0.074210742,0.122,0.070826833,0.070826833,0.070826833,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"McCLAY, Todd ",National Party,2014,Rotorua,0.563345633,0.5205,0.561726469,0.561726469,0.561726469,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"RUSSELL, Lyall ",ACT,2014,Rotorua,0.00399754,0.0042,0.012540139,NA,0.012540139,FALSE,NA,NA,FALSE,FALSE,FALSE
"DAVIDSON, Michael ",Conservative Party,2014,Rotorua,0.018347683,0.0401,0.029537181,NA,0.029537181,FALSE,NA,NA,FALSE,FALSE,FALSE
"COFFEY, Tamati Gerald ",Labour Party,2014,Rotorua,0.340098401,0.2117,0.513993638,NA,0.513993638,FALSE,NA,NA,FALSE,FALSE,FALSE
"MAIN, Philippa ",Jim Anderton's Progressive,2008,Selwyn,0.036432289,0.0183,NA,0.022722491,0.023289164,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"WATSON, Ivor ",ACT,2008,Selwyn,0.01489948,0.0368,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"COATES, David ",Labour Party,2008,Selwyn,0.298091642,0.2561,0.329006595,NA,0.329006595,NA,NA,NA,FALSE,FALSE,FALSE
"ADAMS, Amy",National Party,2008,Selwyn,0.60495969,0.5491,0.52622581,NA,0.52622581,NA,NA,NA,FALSE,FALSE,FALSE
"NORMAN, Victoria ",United Future,2008,Selwyn,0.007041535,0.0115,0.034882748,NA,0.034882748,NA,NA,NA,FALSE,FALSE,FALSE
"ADAMS, Amy",National Party,2011,Selwyn,0.691392223,0.6265,0.60495969,0.60495969,0.60495969,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"GRAY, Wilton ",Conservative Party,2011,Selwyn,0.018775008,0.0246,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"SAGE, Eugenie ",Green Party,2011,Selwyn,0.101774905,0.1144,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"WOODS, Bill",New Zealand First Party,2011,Selwyn,0.035395506,0.0475,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"McLEAN, Jo ",Labour Party,2011,Selwyn,0.152662358,0.1612,0.298091642,NA,0.298091642,FALSE,NA,NA,FALSE,FALSE,FALSE
"WOODS, Bill",New Zealand First Party,2014,Selwyn,0.052282242,0.0695,0.035395506,0.035395506,0.035395506,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"ADAMS, Amy",National Party,2014,Selwyn,0.699683447,0.6358,0.691392223,0.691392223,0.691392223,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"GARDYNE, Sheryl ",Maori Party,2014,Selwyn,0.003676095,0.0031,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"GILBERT, Paul ",ACT,2014,Selwyn,0.002348616,0.0039,0.01489948,NA,0.01489948,FALSE,NA,NA,FALSE,FALSE,FALSE
"CLIBBORN, Roger ",Conservative Party,2014,Selwyn,0.017563566,0.0349,0.018775008,NA,0.018775008,FALSE,NA,NA,FALSE,FALSE,FALSE
"HILL, Peter Selwyn ",Green Party,2014,Selwyn,0.115490657,0.109,0.101774905,NA,0.101774905,FALSE,NA,NA,FALSE,FALSE,FALSE
"DICKSON, Gordon John ",Labour Party,2014,Selwyn,0.108955376,0.1297,0.152662358,NA,0.152662358,FALSE,NA,NA,FALSE,FALSE,FALSE
"SIMICH, Clem ",National Party,1999,Tamaki,0.465848043,0.3889,0.466207937,0.466207937,0.466207937,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"DAVIES, Francela",Green Party,1999,Tamaki,0.038372985,0.0387,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"SWNEY, Alex",ACT,1999,Tamaki,0.07886416,0.1511,0.13124077,NA,0.13124077,FALSE,NA,NA,FALSE,FALSE,FALSE
"ROMANOVSKY, Peter Conrad",Alliance,1999,Tamaki,0.034320798,0.0411,0.064913438,NA,0.064913438,FALSE,NA,NA,FALSE,FALSE,FALSE
"PILLAY, Lynne",Labour Party,1999,Tamaki,0.315088258,0.3141,0.214534829,NA,0.214534829,FALSE,NA,NA,FALSE,FALSE,FALSE
"SERIC, Slavica",New Zealand First Party,1999,Tamaki,0.020936301,0.0297,0.089515192,NA,0.089515192,FALSE,NA,NA,FALSE,FALSE,FALSE
"CASEY, Catherine",Alliance,2002,Tamaki,0.006771106,0.0078,NA,0.075311108,0.034320798,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"SIMICH, Clem ",National Party,2002,Tamaki,0.353051614,0.2733,0.465848043,0.465848043,0.465848043,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"LI, Nong",Jim Anderton's Progressive,2002,Tamaki,0.01246499,0.0095,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"MCGRAIL, Walter",United Future,2002,Tamaki,0.048321074,0.065,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"SHIRLEY, Ken",ACT,2002,Tamaki,0.140869779,0.1608,0.07886416,NA,0.07886416,FALSE,NA,NA,FALSE,FALSE,FALSE
"BLACKMORE, Hermina",Green Party,2002,Tamaki,0.0424733,0.0475,0.038372985,NA,0.038372985,FALSE,NA,NA,FALSE,FALSE,FALSE
"BOYLE, Leila ",Labour Party,2002,Tamaki,0.315902865,0.3408,0.315088258,NA,0.315088258,FALSE,NA,NA,FALSE,FALSE,FALSE
"WEBSTER, Brett ",New Zealand First Party,2002,Tamaki,0.066510726,0.0827,0.020936301,NA,0.020936301,FALSE,NA,NA,FALSE,FALSE,FALSE
"ROBSON, Matt",Jim Anderton's Progressive,2005,Tamaki,0.027230345,0.0072,NA,0.029473284,0.01246499,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"WEBSTER, Brett ",New Zealand First Party,2005,Tamaki,0.027866073,0.0378,0.066510726,0.066510726,0.066510726,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"BOYLE, Leila ",Labour Party,2005,Tamaki,0.32824751,0.323,0.315902865,0.315902865,0.315902865,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"PEACHEY, Allan ",National Party,2005,Tamaki,0.600974783,0.5387,0.353051614,NA,0.353051614,FALSE,NA,NA,FALSE,FALSE,FALSE
"GRAYDON, Greg ",United Future,2005,Tamaki,0.014409833,0.0167,0.048321074,NA,0.048321074,FALSE,NA,NA,FALSE,FALSE,FALSE
"GRAYDON, Greg ",United Future,2008,Tamaki,0.007468031,0.0076,0.014409833,0.014409833,0.014409833,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"PEACHEY, Allan ",National Party,2008,Tamaki,0.657493606,0.6022,0.600974783,0.600974783,0.600974783,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"SIMMONS, Chris ",ACT,2008,Tamaki,0.044501279,0.0792,0.140869779,NA,0.140869779,FALSE,NA,NA,FALSE,FALSE,FALSE
"LECKINGER, Richard ",Green Party,2008,Tamaki,0.058618926,0.0529,0.0424733,NA,0.0424733,FALSE,NA,NA,FALSE,FALSE,FALSE
"TAYLOR, Ralph ",Jim Anderton's Progressive,2008,Tamaki,0.007672634,0.0049,0.027230345,NA,0.027230345,FALSE,NA,NA,FALSE,FALSE,FALSE
"BARTLEY, Josephine ",Labour Party,2008,Tamaki,0.207365729,0.2116,0.32824751,NA,0.32824751,FALSE,NA,NA,FALSE,FALSE,FALSE
"NABBS, Doug ",New Zealand First Party,2008,Tamaki,0.016879795,0.0248,0.027866073,NA,0.027866073,FALSE,NA,NA,FALSE,FALSE,FALSE
"BOSCAWEN, John ",ACT,2011,Tamaki,0.023937824,0.0236,NA,0.039653415,0.044501279,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"LECKINGER, Richard ",Green Party,2011,Tamaki,0.077927461,0.0877,0.058618926,0.058618926,0.058618926,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"SIMPSON, Litia ",Conservative Party,2011,Tamaki,0.015440415,0.0152,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"BAKULICH, Nick Iusitini ",Labour Party,2011,Tamaki,0.192124352,0.1758,0.207365729,NA,0.207365729,FALSE,NA,NA,FALSE,FALSE,FALSE
"O'CONNOR, Simon ",National Party,2011,Tamaki,0.676683938,0.6442,0.657493606,NA,0.657493606,FALSE,NA,NA,FALSE,FALSE,FALSE
"MOUNTAIN, Danny ",Conservative Party,2014,Tamaki,0.017060637,0.0306,NA,0.020258981,0.015440415,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"WU, Chao-Fu ",Labour Party,2014,Tamaki,0.143165468,0.1481,NA,0.253504796,0.192124352,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"O'CONNOR, Simon ",National Party,2014,Tamaki,0.714285714,0.657,0.676683938,0.676683938,0.676683938,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"GIBSON, Lisa ",Mana,2014,Tamaki,0.008427544,0.0072,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"MILNE, Mike ",ACT,2014,Tamaki,0.013257965,0.0137,0.023937824,NA,0.023937824,FALSE,NA,NA,FALSE,FALSE,FALSE
"SIGGAARD, Dorthe ",Green Party,2014,Tamaki,0.103802672,0.0881,0.077927461,NA,0.077927461,FALSE,NA,NA,FALSE,FALSE,FALSE
"JENNINGS, Owen",ACT,1999,Taranaki-King Country,0.08456567,0.0922,NA,0.017585071,0.032975068,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"CAMPBELL, Kevin Thomas",Alliance,1999,Taranaki-King Country,0.110380838,0.0856,0.093587775,0.093587775,0.093587775,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"LAWRENCE, Sandra",Green Party,1999,Taranaki-King Country,0.048417132,0.0428,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"YOUNG, John",Labour Party,1999,Taranaki-King Country,0.218643882,0.2562,0.130693866,NA,0.130693866,FALSE,NA,NA,FALSE,FALSE,FALSE
"ARDERN, Shane ",National Party,1999,Taranaki-King Country,0.456347902,0.4047,0.54595306,NA,0.54595306,FALSE,NA,NA,FALSE,FALSE,FALSE
"HAINES, Peter",New Zealand First Party,1999,Taranaki-King Country,0.040274583,0.0517,0.172223441,NA,0.172223441,FALSE,NA,NA,FALSE,FALSE,FALSE
"JENNINGS, Owen",ACT,2002,Taranaki-King Country,0.062719427,0.0811,0.08456567,0.08456567,0.08456567,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"ARDERN, Shane ",National Party,2002,Taranaki-King Country,0.511849035,0.3293,0.456347902,0.456347902,0.456347902,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"KILBRIDE, John",Jim Anderton's Progressive,2002,Taranaki-King Country,0.023222645,0.0125,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"SMITHERS, Rachel",United Future,2002,Taranaki-King Country,0.046408719,0.0589,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"HOVERD, Lawrence",Green Party,2002,Taranaki-King Country,0.053430369,0.0508,0.048417132,NA,0.048417132,FALSE,NA,NA,FALSE,FALSE,FALSE
"HAWKINS, Judith Rangimarie",Labour Party,2002,Taranaki-King Country,0.249451434,0.2757,0.218643882,NA,0.218643882,FALSE,NA,NA,FALSE,FALSE,FALSE
"ARDERN, Shane ",National Party,2005,Taranaki-King Country,0.688360451,0.5642,0.511849035,0.511849035,0.511849035,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"SMITH, William ",Jim Anderton's Progressive,2005,Taranaki-King Country,0.016791823,0.0081,0.023222645,NA,0.023222645,FALSE,NA,NA,FALSE,FALSE,FALSE
"STREET, Maryan ",Labour Party,2005,Taranaki-King Country,0.25563204,0.2505,0.249451434,NA,0.249451434,FALSE,NA,NA,FALSE,FALSE,FALSE
"COPELAND, Anne ",United Future,2005,Taranaki-King Country,0.018773467,0.0203,0.046408719,NA,0.046408719,FALSE,NA,NA,FALSE,FALSE,FALSE
"ARDERN, Shane ",National Party,2008,Taranaki-King Country,0.686778969,0.5954,0.688360451,0.688360451,0.688360451,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"IZARD, William ",ACT,2008,Taranaki-King Country,0.024093925,0.0506,0.062719427,NA,0.062719427,FALSE,NA,NA,FALSE,FALSE,FALSE
"HAMILL, Rob ",Green Party,2008,Taranaki-King Country,0.084124553,0.0497,0.053430369,NA,0.053430369,FALSE,NA,NA,FALSE,FALSE,FALSE
"van de WEERT, Renée ",Labour Party,2008,Taranaki-King Country,0.195507912,0.2119,0.25563204,NA,0.25563204,FALSE,NA,NA,FALSE,FALSE,FALSE
"BARKER, Rick",Labour Party,2011,Taranaki-King Country,0.192283563,0.1595,NA,0.349648926,0.195507912,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"ARDERN, Shane ",National Party,2011,Taranaki-King Country,0.696465914,0.6044,0.686778969,0.686778969,0.686778969,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"MOORE, Robert ",Green Party,2011,Taranaki-King Country,0.094207445,0.0823,0.084124553,NA,0.084124553,FALSE,NA,NA,FALSE,FALSE,FALSE
"ROGERS, Victoria ",United Future,2011,Taranaki-King Country,0.017043078,0.011,0.018773467,NA,0.018773467,FALSE,NA,NA,FALSE,FALSE,FALSE
"MOORE, Robert ",Green Party,2014,Taranaki-King Country,0.094386181,0.0721,0.094207445,0.094207445,0.094207445,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"AISH, Edward",Conservative Party,2014,Taranaki-King Country,0.043388855,0.0568,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"KEINZLEY, Grant ",Mana,2014,Taranaki-King Country,0.006374666,0.0057,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"GAYLOR, Penny ",Labour Party,2014,Taranaki-King Country,0.169545548,0.1335,0.192283563,NA,0.192283563,FALSE,NA,NA,FALSE,FALSE,FALSE
"KURIGER, Barbara ",National Party,2014,Taranaki-King Country,0.681677977,0.6146,0.696465914,NA,0.696465914,FALSE,NA,NA,FALSE,FALSE,FALSE
"BURTON, Mark",Labour Party,1999,Taupo,0.494183324,0.3886,0.389368771,0.389368771,0.389368771,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"FISHER, Nick",Green Party,1999,Taupo,0.035908518,0.0502,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"STEELE, Richard",ACT,1999,Taupo,0.03158653,0.0706,0.019304074,NA,0.019304074,FALSE,NA,NA,FALSE,FALSE,FALSE
"MORRIS, Wayne",Alliance,1999,Taupo,0.02319467,0.0554,0.052701521,NA,0.052701521,FALSE,NA,NA,FALSE,FALSE,FALSE
"STEELE, David",National Party,1999,Taupo,0.365316045,0.3358,0.334324183,NA,0.334324183,FALSE,NA,NA,FALSE,FALSE,FALSE
"HONEYFIELD, Ross",New Zealand First Party,1999,Taupo,0.025859896,0.0453,0.1875153,NA,0.1875153,FALSE,NA,NA,FALSE,FALSE,FALSE
"FISHER, Nick",Green Party,2002,Taupo,0.05089697,0.0539,0.035908518,0.035908518,0.035908518,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"BURTON, Mark",Labour Party,2002,Taupo,0.556196397,0.396,0.494183324,0.494183324,0.494183324,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BRADLEY, Victor",Jim Anderton's Progressive,2002,Taupo,0.009774915,0.0155,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"GILMORE, Denis",United Future,2002,Taupo,0.032620501,0.056,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"MULCOCK, Diane Jeanette",ACT,2002,Taupo,0.039773791,0.0625,0.03158653,NA,0.03158653,FALSE,NA,NA,FALSE,FALSE,FALSE
"HARRE, John",Alliance,2002,Taupo,0.008014681,0.0073,0.02319467,NA,0.02319467,FALSE,NA,NA,FALSE,FALSE,FALSE
"KIRTON, Weston Mervyn",National Party,2002,Taupo,0.289240103,0.2191,0.365316045,NA,0.365316045,FALSE,NA,NA,FALSE,FALSE,FALSE
"KIRTON, Weston Mervyn",National Party,2005,Taupo,0.414614122,0.4425,0.289240103,0.289240103,0.289240103,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"BURTON, Mark",Labour Party,2005,Taupo,0.459256979,0.373,0.556196397,0.556196397,0.556196397,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"MAEA, Billy ",Maori Party,2005,Taupo,0.017446634,0.0115,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"DAVIS, John ",Green Party,2005,Taupo,0.026067323,0.0371,0.05089697,NA,0.05089697,FALSE,NA,NA,FALSE,FALSE,FALSE
"REEKS, David ",Jim Anderton's Progressive,2005,Taupo,0.005849754,0.0097,0.009774915,NA,0.009774915,FALSE,NA,NA,FALSE,FALSE,FALSE
"CAMPBELL SMITH, Kristin ",New Zealand First Party,2005,Taupo,0.046490148,0.0775,0.025859896,NA,0.025859896,FALSE,NA,NA,FALSE,FALSE,FALSE
"CHECK, Paul ",United Future,2005,Taupo,0.020833333,0.0261,0.032620501,NA,0.032620501,FALSE,NA,NA,FALSE,FALSE,FALSE
"BURTON, Mark",Labour Party,2008,Taupo,0.394379152,0.292,0.459256979,0.459256979,0.459256979,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"UPSTON, Louise ",National Party,2008,Taupo,0.579049566,0.5357,0.414614122,NA,0.414614122,FALSE,NA,NA,FALSE,FALSE,FALSE
"EDWARDS, Max ",United Future,2008,Taupo,0.010832908,0.008,0.020833333,NA,0.020833333,FALSE,NA,NA,FALSE,FALSE,FALSE
"PERRY, Edwin",New Zealand First Party,2011,Taupo,0.045877247,0.0839,NA,0.072849026,0.046490148,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"UPSTON, Louise ",National Party,2011,Taupo,0.636495144,0.5631,0.579049566,0.579049566,0.579049566,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BREETVELT, Mark ",Conservative Party,2011,Taupo,0.02738169,0.0366,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"REEDY, Keriana ",Mana,2011,Taupo,0.008059516,0.0041,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"JOLLANDS, Rosanne ",ACT,2011,Taupo,0.005786319,0.0117,0.039773791,NA,0.039773791,FALSE,NA,NA,FALSE,FALSE,FALSE
"McCARTHY, Zane ",Green Party,2011,Taupo,0.062512916,0.0755,0.026067323,NA,0.026067323,FALSE,NA,NA,FALSE,FALSE,FALSE
"CAMPBELL, Frances ",Labour Party,2011,Taupo,0.20727423,0.2028,0.394379152,NA,0.394379152,FALSE,NA,NA,FALSE,FALSE,FALSE
"SIMMONS, Alan ",United Future,2011,Taupo,0.006612937,0.0092,0.010832908,NA,0.010832908,FALSE,NA,NA,FALSE,FALSE,FALSE
"SIMMONS, Alan ",United Future,2014,Taupo,0.003987322,0.0026,0.006612937,0.006612937,0.006612937,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"PERRY, Edwin",New Zealand First Party,2014,Taupo,0.064921787,0.1029,0.045877247,0.045877247,0.045877247,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"GEDGE, Lance ",Conservative Party,2014,Taupo,0.025048564,0.0477,NA,0.051977873,0.02738169,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"UPSTON, Louise ",National Party,2014,Taupo,0.631121562,0.5713,0.636495144,0.636495144,0.636495144,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"ROBINSON, Dave ",Green Party,2014,Taupo,0.054391167,0.0614,0.062512916,NA,0.062512916,FALSE,NA,NA,FALSE,FALSE,FALSE
"STRANGE, Jamie ",Labour Party,2014,Taupo,0.208158675,0.1863,0.20727423,NA,0.20727423,FALSE,NA,NA,FALSE,FALSE,FALSE
"WINITANA, Claire ",Maori Party,2014,Taupo,0.010326143,0.0082,0.017446634,NA,0.017446634,FALSE,NA,NA,FALSE,FALSE,FALSE
"PETERS, Winston",New Zealand First Party,1999,Tauranga,0.302684941,0.1292,0.499487287,0.499487287,0.499487287,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"SUMMERHAYS, Karen",Green Party,1999,Tauranga,0.033480359,0.0481,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"WICKS, Tekarehana",Alliance,1999,Tauranga,0.013409905,0.0459,0.041279941,NA,0.041279941,FALSE,NA,NA,FALSE,FALSE,FALSE
"WILSON, Margaret",Labour Party,1999,Tauranga,0.281785619,0.335,0.098467121,NA,0.098467121,FALSE,NA,NA,FALSE,FALSE,FALSE
"O’REGAN, Katherine",National Party,1999,Tauranga,0.300819988,0.297,0.288407436,NA,0.288407436,FALSE,NA,NA,FALSE,FALSE,FALSE
"WILSON, Margaret",Labour Party,2002,Tauranga,0.208387097,0.3216,0.281785619,0.281785619,0.281785619,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"PETERS, Winston",New Zealand First Party,2002,Tauranga,0.526728111,0.2206,0.302684941,0.302684941,0.302684941,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"OSTER, Garry",Jim Anderton's Progressive,2002,Tauranga,0.003963134,0.0079,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"BALDOCK, Larry ",United Future,2002,Tauranga,0.050599078,0.0956,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"SCOTT, Ron ",ACT,2002,Tauranga,0.00921659,0.046,0.016170168,NA,0.016170168,FALSE,NA,NA,FALSE,FALSE,FALSE
"DOUGLAS, Ian",Green Party,2002,Tauranga,0.026728111,0.0565,0.033480359,NA,0.033480359,FALSE,NA,NA,FALSE,FALSE,FALSE
"MACINDOE, Tim ",National Party,2002,Tauranga,0.163195084,0.2198,0.300819988,NA,0.300819988,FALSE,NA,NA,FALSE,FALSE,FALSE
"BALDOCK, Larry ",United Future,2005,Tauranga,0.036693507,0.0447,0.050599078,0.050599078,0.050599078,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"PETERS, Winston",New Zealand First Party,2005,Tauranga,0.396595658,0.1326,0.526728111,0.526728111,0.526728111,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"PETERSON, Noel ",Green Party,2005,Tauranga,0.023646927,0.0351,0.026728111,NA,0.026728111,FALSE,NA,NA,FALSE,FALSE,FALSE
"LALL, Karandeep Singh ",Jim Anderton's Progressive,2005,Tauranga,0.004586688,0.0077,0.003963134,NA,0.003963134,FALSE,NA,NA,FALSE,FALSE,FALSE
"BARRETT, Sally ",Labour Party,2005,Tauranga,0.111609418,0.3023,0.208387097,NA,0.208387097,FALSE,NA,NA,FALSE,FALSE,FALSE
"CLARKSON, Bob ",National Party,2005,Tauranga,0.416879013,0.4528,0.163195084,NA,0.163195084,FALSE,NA,NA,FALSE,FALSE,FALSE
"PETERS, Winston",New Zealand First Party,2008,Tauranga,0.251273172,0.1012,0.396595658,0.396595658,0.396595658,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"SUMMERHAYS, Karen ",Green Party,2008,Tauranga,0.039417397,0.0458,0.023646927,NA,0.023646927,FALSE,NA,NA,FALSE,FALSE,FALSE
"PANKHURST, Anne ",Labour Party,2008,Tauranga,0.07710328,0.2262,0.111609418,NA,0.111609418,FALSE,NA,NA,FALSE,FALSE,FALSE
"BRIDGES, Simon ",National Party,2008,Tauranga,0.568140151,0.5431,0.416879013,NA,0.416879013,FALSE,NA,NA,FALSE,FALSE,FALSE
"WILLOCKS, John D ",United Future,2008,Tauranga,0.002037075,0.0068,0.036693507,NA,0.036693507,FALSE,NA,NA,FALSE,FALSE,FALSE
"SCOTT, Ron ",ACT,2008,Tauranga,0.005805663,0.0289,0.00921659,NA,0.00921659,FALSE,NA,NA,FALSE,FALSE,FALSE
"McCABE, Kath ",ACT,2011,Tauranga,0.005259359,0.0116,NA,0.040924161,0.005805663,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"HORAN, Brendan ",New Zealand First Party,2011,Tauranga,0.128802722,0.149,NA,0.068438741,0.251273172,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"BRIDGES, Simon ",National Party,2011,Tauranga,0.614004331,0.5423,0.568140151,0.568140151,0.568140151,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"BALDOCK, Larry ",Conservative Party,2011,Tauranga,0.042281118,0.0409,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"GARDINER, Jayson ",Mana,2011,Tauranga,0.002474992,0.0016,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"BLACK, Awanui ",Maori Party,2011,Tauranga,0.003403114,0.005,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
"McLEAN, Ian ",Green Party,2011,Tauranga,0.068681035,0.0876,0.039417397,NA,0.039417397,FALSE,NA,NA,FALSE,FALSE,FALSE
"MAHUTA-COYLE, Deborah ",Labour Party,2011,Tauranga,0.131587089,0.1501,0.07710328,NA,0.07710328,FALSE,NA,NA,FALSE,FALSE,FALSE
"McLEAN, Ian ",Green Party,2014,Tauranga,0.059817679,0.0712,0.068681035,0.068681035,0.068681035,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"BRIDGES, Simon ",National Party,2014,Tauranga,0.568780088,0.5581,0.614004331,0.614004331,0.614004331,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"PEDERSEN, Stuart ",ACT,2014,Tauranga,0.004199529,0.0036,0.005259359,NA,0.005259359,FALSE,NA,NA,FALSE,FALSE,FALSE
